file,top1_label,top1_score,top2_label,top2_score,top3_label,top3_score,top4_label,top4_score,top5_label,top5_score
bell-ringing1.wav,Telephone bell ringing,0.414062,Telephone,0.332031,Ringtone,0.332031,Alarm,0.199219,Alarm clock,0.148438
